900: In quale città si sono tenute le Olimpiadi estive del 2008? | Pechino, Londra, Atene, Sydney | Ans: 0 (Pechino)
1780: In quale popolare sport di squadra l'obiettivo è fare punto facendo passare il pallone attraverso un cesto posto a 3,05 metri dal suolo? | Netball, Pallamano, Pallavolo, Pallacanestro | Ans: 3 (Pallacanestro)
1781: Quale fuoriclasse argentino ha stabilito il record per il maggior numero di Palloni d'Oro vinti nella storia del calcio? | Cristiano Ronaldo, Johan Cruyff, Michel Platini, Lionel Messi | Ans: 3 (Lionel Messi)
1782: Quale saltatore in alto italiano ha commosso il mondo condividendo la medaglia d'oro con Mutaz Essa Barshim a Tokyo 2020? | Stefano Sottile, Marco Fassinotti, Gianmarco Tamberi, Filippo Tortu | Ans: 2 (Gianmarco Tamberi)
1783: Quale disciplina degli sport invernali si divide storicamente nelle specialità di Discesa libera, SuperG, Gigante e Speciale? | Sci di fondo, Salto con gli sci, Sci alpino, Snowboard | Ans: 2 (Sci alpino)
1784: Come è comunemente chiamata la massima divisione professionistica del campionato di calcio in Spagna? | Premier League, Serie A, La Liga, Ligue 1 | Ans: 2 (La Liga)
1785: Quale tra i seguenti NON è riconosciuto come uno dei quattro stili ufficiali nel nuoto agonistico? | Rana, Stile a cagnolino, Dorso, Farfalla | Ans: 1 (Stile a cagnolino)
1786: Nel pugilato maschile, quale di queste storiche categorie di peso raggruppa tradizionalmente gli atleti di corporatura più grande? | Pesi piuma, Pesi gallo, Pesi massimi, Pesi medi | Ans: 2 (Pesi massimi)
1787: Come si intitola l'ambito trofeo d'argento assegnato annualmente alla squadra vincitrice del Super Bowl della NFL? | Stanley Cup, Larry O'Brien Trophy, Vince Lombardi Trophy, Commissioner's Trophy | Ans: 2 (Vince Lombardi Trophy)
1788: Nel bowling, qual è il termine corretto per indicare l'abbattimento totale dei 10 birilli con il primissimo tiro del turno? | Spare, Split, Strike, Turkey | Ans: 2 (Strike)
1789: Quale nazione asiatica ha ospitato con successo i Giochi Olimpici invernali nel 2018, presso la contea di Pyeongchang? | Cina, Giappone, Corea del Nord, Corea del Sud | Ans: 3 (Corea del Sud)
1790: Qual è il nome della più prestigiosa e longeva competizione internazionale a squadre nel tennis maschile? | Fed Cup, ATP Finals, Coppa Davis, Laver Cup | Ans: 2 (Coppa Davis)
1791: Quale giocatore canadese, storico numero 99, è universalmente riconosciuto come il più grande hockeista su ghiaccio di sempre? | Mario Lemieux, Wayne Gretzky, Sidney Crosby, Bobby Orr | Ans: 1 (Wayne Gretzky)
1792: In quale antico gioco da tavolo strategico la partita termina con la vittoria quando un giocatore dichiara 'scacco matto'? | Dama, Backgammon, Scacchi, Go | Ans: 2 (Scacchi)
1793: Qual è la durata regolamentare standard di una partita di calcio professionistica (esclusi eventuali recuperi o supplementari)? | 80 minuti, 90 minuti, 100 minuti, 120 minuti | Ans: 1 (90 minuti)
1794: In quale sport professionistico americano la franchigia campione solleva al cielo il celebre 'Larry O'Brien Championship Trophy'? | Baseball (MLB), Hockey (NHL), Football (NFL), Basket (NBA) | Ans: 3 (Basket (NBA))
1795: Nel tennis, come si chiama il gioco speciale (introdotto negli anni '70) utilizzato per decidere l'esito di un set finito 6-6? | Golden Game, Tie-break, Match point, Deuce | Ans: 1 (Tie-break)
1796: Quale imbattibile ciclista belga, dominatore incontrastato a cavallo tra gli anni '60 e '70, era soprannominato 'Il Cannibale'? | Eddy Merckx, Bernard Hinault, Miguel Indurain, Jacques Anquetil | Ans: 0 (Eddy Merckx)
1797: Nelle corse automobilistiche, come la Formula 1, cosa simboleggia l'esposizione della bandiera a scacchi bianchi e neri? | Pericolo in pista, Ultimo giro, Fine della gara, Squalifica del pilota | Ans: 2 (Fine della gara)
1798: Quale attaccante liberiano è stato, nel 1995, il primo e finora unico calciatore africano a vincere il Pallone d'Oro? | Didier Drogba, Samuel Eto'o, George Weah, Roger Milla | Ans: 2 (George Weah)
1799: Quale grande maestro norvegese ha dominato a lungo il mondo degli scacchi, divenendo più volte campione del mondo dal 2013 in poi? | Garry Kasparov, Viswanathan Anand, Magnus Carlsen, Fabiano Caruana | Ans: 2 (Magnus Carlsen)
